"","CMPLNT_NUM","CMPLNT_FR_DT","CMPLNT_FR_TM","CMPLNT_TO_DT","CMPLNT_TO_TM","RPT_DT","KY_CD","OFNS_DESC","PD_CD","PD_DESC","CRM_ATPT_CPTD_CD","LAW_CAT_CD","JURIS_DESC","BORO_NM","ADDR_PCT_CD","LOC_OF_OCCUR_DESC","PREM_TYP_DESC","PARKS_NM","HADEVELOPT","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lat_Lon"
"86",956403641,"4/5/15","3:20:00","","","4/5/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"OUTSIDE","","","",1010248,250176,40.85332023,-73.90602475,"(40.853320229, -73.906024752)"
"87",327399869,"4/8/15","21:01:00","","","4/8/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"INSIDE","","","",1010011,251248,40.85626324,-73.90687733,"(40.856263242, -73.906877332)"
"88",735734908,"4/12/15","3:05:00","","","4/12/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",83,"INSIDE","","","",1004788,191294,40.691719,-73.92594131,"(40.691718999, -73.92594131)"
"89",240754755,"4/13/15","11:28:00","","","4/13/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"INSIDE","","","",1011264,251672,40.85742325,-73.90234612,"(40.85742325, -73.902346124)"
"90",979070877,"4/15/15","10:22:00","","","4/15/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",67,"INSIDE","","","",1004248,178341,40.65616717,-73.92792698,"(40.656167168, -73.927926981)"
"91",548709073,"4/15/15","22:40:00","","","4/15/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",48,"OUTSIDE","","","",1013695,250702,40.85475312,-73.89356235,"(40.854753119, -73.893562353)"
"92",670291095,"4/15/15","17:58:00","","","4/15/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",43,"OUTSIDE","","","",1020219,239110,40.82291231,-73.8700413,"(40.822912308, -73.870041304)"
"93",878459818,"4/16/15","20:00:00","","","4/16/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",66,"OUTSIDE","","","",985875,167412,40.62619183,-73.99414744,"(40.62619183, -73.994147437)"
"94",178158125,"4/16/15","20:00:00","","","4/16/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",66,"OUTSIDE","","","",985875,167412,40.62619183,-73.99414744,"(40.62619183, -73.994147437)"
"95",509038609,"4/16/15","16:20:00","","","4/16/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",105,"OUTSIDE","","","",1057767,203992,40.72629034,-73.73476086,"(40.726290343, -73.73476086)"
"96",736849873,"4/17/15","19:09:00","","","4/17/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",79,"OUTSIDE","","","MARCY",997754,193359,40.69740047,-73.95130181,"(40.697400473, -73.951301805)"
"97",789941286,"4/17/15","8:26:00","","","4/17/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE","","","",1018060,181555,40.66494692,-73.87813132,"(40.66494692, -73.878131316)"
"98",470787205,"4/19/15","4:25:00","","","4/19/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",103,"OUTSIDE","","","",1046496,197769,40.70929625,-73.77548264,"(40.709296246, -73.775482638)"
"99",794123103,"4/19/15","19:14:00","","","4/19/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE","","","",1013995,187170,40.68037342,-73.89275905,"(40.680373415, -73.892759054)"
"100",557884539,"4/19/15","14:29:00","","","4/19/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",102,"INSIDE","","","",1031076,193779,40.69843969,-73.83112954,"(40.698439694, -73.831129539)"
"101",562934691,"4/21/15","13:01:00","","","4/21/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE","","","",1020866,187181,40.68037785,-73.86798638,"(40.680377853, -73.867986378)"
"102",700124940,"4/27/15","20:27:00","","","4/27/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",70,"OUTSIDE","","","",997466,171457,40.63728479,-73.95238336,"(40.637284793, -73.952383355)"
"103",987638155,"4/27/15","20:27:00","","","4/27/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",70,"OUTSIDE","","","",997466,171457,40.63728479,-73.95238336,"(40.637284793, -73.952383355)"
"104",685202508,"4/27/15","17:45:00","","","4/27/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"OUTSIDE","","","",1023215,267025,40.89951778,-73.85905415,"(40.899517777, -73.859054145)"
"105",187236603,"4/27/15","1:00:00","","","4/27/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",90,"OUTSIDE","","","",994180,197484,40.70872736,-73.96418468,"(40.708727362, -73.964184681)"
"106",337882443,"4/29/15","12:33:00","","","4/29/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",113,"OUTSIDE","","","",1044719,190563,40.68952984,-73.78195687,"(40.689529839, -73.781956874)"
"107",250577924,"5/2/15","18:15:00","","","5/2/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",105,"OUTSIDE","","","",1054720,198426,40.71103787,-73.74581228,"(40.711037871, -73.745812281)"
"108",433939252,"5/5/15","14:23:00","","","5/5/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",110,"OUTSIDE","","","",1019428,212105,40.74879405,-73.87304069,"(40.748794048, -73.873040688)"
"109",739630918,"5/7/15","6:00:00","","","5/7/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE","","","",1011166,184643,40.67344643,-73.90296879,"(40.673446427, -73.902968791)"
"110",394806812,"5/8/15","2:22:00","","","5/8/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",28,"OUTSIDE","","","",997427,230378,40.7990088,-73.95240854,"(40.799008797, -73.952408541)"
"111",127854071,"5/9/15","12:43:00","","","5/9/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",113,"OUTSIDE","","","",1040720,190569,40.68957273,-73.79637673,"(40.689572726, -73.796376725)"
"112",963341341,"5/10/15","5:30:00","","","5/10/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",67,"OUTSIDE","","","",1001627,174239,40.6449136,-73.93738385,"(40.6449136, -73.937383848)"
"113",288133715,"5/10/15","4:14:00","","","5/10/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",34,"OUTSIDE","","","",1006854,254559,40.86535959,-73.91827848,"(40.865359586, -73.918278482)"
"114",667499006,"5/10/15","2:59:00","","","5/10/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND",120,"INSIDE","","","",953229,169661,40.63231069,-74.11176377,"(40.63231069, -74.111763767)"
"115",667348663,"5/11/15","22:55:00","","","5/11/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND",120,"OUTSIDE","","","",951586,172261,40.63944123,-74.11769574,"(40.639441225, -74.11769574)"
"116",561194414,"5/11/15","21:06:00","","","5/11/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",67,"OUTSIDE","","","",1004184,175829,40.64927242,-73.92816507,"(40.649272421, -73.928165066)"
"117",564915662,"5/11/15","12:01:00","","","5/11/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",49,"INSIDE","","","",1020943,254814,40.86601216,-73.86733948,"(40.866012164, -73.867339484)"
"118",269081212,"5/12/15","23:42:00","","","5/12/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",23,"OUTSIDE","","","",999352,225822,40.78650073,-73.94546604,"(40.786500727, -73.945466039)"
"119",375045321,"5/13/15","9:42:00","","","5/13/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",73,"INSIDE","","","OCEAN HILL-BROWNSVILLE",1006995,185258,40.67514616,-73.91800323,"(40.675146162, -73.918003234)"
"120",975134109,"5/17/15","4:05:00","","","5/17/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",107,"OUTSIDE","","","",1034388,197701,40.7091865,-73.81915607,"(40.709186497, -73.819156071)"
"121",627717321,"5/18/15","18:27:00","","","5/18/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",83,"OUTSIDE","","","",1001354,194181,40.69965045,-73.938317,"(40.699650446, -73.938316997)"
"122",441594081,"5/18/15","3:45:00","","","5/18/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","","","",988236,212430,40.74975516,-73.98561539,"(40.749755161, -73.985615392)"
"123",591407458,"5/19/15","12:16:00","","","5/19/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",90,"OUTSIDE","","","",1000164,197539,40.70886959,-73.94260072,"(40.708869585, -73.942600717)"
"124",991894465,"5/20/15","9:40:00","","","5/20/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",52,"OUTSIDE","","","",1013016,254741,40.86584119,-73.8959995,"(40.865841192, -73.895999497)"
"125",400044086,"5/22/15","3:47:00","","","5/22/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",79,"OUTSIDE","","","",996696,190463,40.68945317,-73.95512263,"(40.689453173, -73.955122632)"
"126",696847591,"5/22/15","8:30:00","","","5/22/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",44,"OUTSIDE","","","",1007174,242892,40.8333363,-73.91716144,"(40.833336302, -73.917161436)"
"127",361197774,"5/23/15","19:22:00","","","5/23/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",44,"OUTSIDE","","","",1008787,243961,40.83626606,-73.91132866,"(40.836266064, -73.911328663)"
"128",972919934,"5/24/15","13:29:00","","","5/24/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"INSIDE","","","",1020916,189151,40.68578484,-73.86779539,"(40.685784842, -73.867795388)"
"129",196998699,"5/25/15","20:58:00","","","5/25/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE","","","",1017036,183890,40.67135982,-73.88181102,"(40.67135982, -73.881811023)"
"130",817137047,"5/26/15","23:17:00","","","5/26/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",62,"OUTSIDE","","","",988312,156893,40.59731855,-73.98537456,"(40.597318554, -73.985374556)"
"131",498759181,"5/26/15","21:28:00","","","5/26/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",70,"OUTSIDE","","","",995038,171204,40.63659365,-73.961132,"(40.636593652, -73.961131996)"
"132",646844860,"5/26/15","2:19:00","","","5/26/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",106,"OUTSIDE","","","",1031898,186190,40.67760528,-73.82821878,"(40.677605279, -73.82821878)"
"133",806546747,"5/27/15","15:30:00","","","5/27/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",81,"OUTSIDE","","","",1001964,186902,40.67967007,-73.93613621,"(40.679670066, -73.936136211)"
"134",688293603,"5/28/15","21:48:00","","","5/28/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND",120,"OUTSIDE","","","",962383,171825,40.63827774,-74.07879081,"(40.638277737, -74.07879081)"
"135",145510067,"5/29/15","23:20:00","","","5/29/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"OUTSIDE","","","",1007142,249097,40.85036729,-73.91725589,"(40.850367293, -73.917255894)"
"136",287370505,"5/29/15","18:32:00","","","5/29/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"OUTSIDE","","","",1007751,250446,40.8540683,-73.91504987,"(40.854068298, -73.915049873)"
"137",908113054,"5/30/15","19:37:00","","","5/30/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE","","","",1007942,179784,40.66011877,-73.91460844,"(40.660118772, -73.914608435)"
"138",151605666,"5/30/15","18:46:00","","","5/30/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",101,"INSIDE","","","",1050748,159142,40.60324305,-73.7605268,"(40.60324305, -73.760526804)"
"139",781358830,"5/30/15","3:58:00","","","5/30/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",73,"OUTSIDE","","","GARVEY (GROUP A)",1007915,183325,40.6698381,-73.91469332,"(40.669838101, -73.914693322)"
"140",413332672,"5/30/15","3:41:00","","","5/30/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",44,"OUTSIDE","","","",1007885,246406,40.84297934,-73.91457973,"(40.842979335, -73.914579729)"
"141",654423302,"5/30/15","2:38:00","","","5/30/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",114,"OUTSIDE","","","",999925,214507,40.75544301,-73.94342325,"(40.755443005, -73.943423246)"
"142",550775697,"5/30/15","1:25:00","","","5/30/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",40,"OUTSIDE","","","",1005947,235372,40.81269914,-73.92161974,"(40.812699137, -73.921619736)"
"143",763275757,"6/2/15","15:20:00","","","6/2/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",79,"OUTSIDE","","","",998530,188283,40.6834668,-73.94851407,"(40.683466804, -73.948514066)"
"144",817445600,"6/2/15","6:46:00","","","6/2/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",102,"INSIDE","","","",1035670,192640,40.69528791,-73.81457062,"(40.69528791, -73.814570615)"
"145",317024972,"6/3/15","21:40:00","","","6/3/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"INSIDE","","","",1003833,184217,40.67229641,-73.92940561,"(40.672296411, -73.929405609)"
"146",753830763,"6/6/15","4:33:00","","","6/6/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","MANHATTAN",23,"OUTSIDE","","","",1000866,226632,40.78872124,-73.93999677,"(40.788721243, -73.939996774)"
"147",370962035,"6/7/15","15:00:00","","","6/7/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"OUTSIDE","","","",1024584,262482,40.88704255,-73.85412946,"(40.887042546, -73.854129463)"
"148",422253102,"6/8/15","21:47:00","","","6/8/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",69,"INSIDE","","","",1012833,175130,40.64733013,-73.89699956,"(40.647330127, -73.896999556)"
"149",257094799,"6/9/15","22:52:00","","","6/9/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",48,"OUTSIDE","","","",1015109,251170,40.85603281,-73.88844881,"(40.856032809, -73.888448814)"
"150",780860302,"6/10/15","23:42:00","","","6/10/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"OUTSIDE","","","",1002974,182973,40.66888377,-73.93250572,"(40.668883767, -73.932505719)"
"151",460038486,"6/10/15","18:49:00","","","6/10/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"INSIDE","","","",1003393,183441,40.67016743,-73.93099399,"(40.670167427, -73.930993992)"
"152",758900303,"6/10/15","15:30:00","","","6/10/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",102,"OUTSIDE","","","",1024576,194555,40.70060164,-73.85456625,"(40.700601637, -73.854566254)"
"153",241204465,"6/12/15","1:18:00","","","6/12/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"OUTSIDE","","","",1001879,183866,40.6713371,-73.93645061,"(40.671337101, -73.936450606)"
"154",766090453,"6/13/15","4:15:00","","","6/13/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",70,"OUTSIDE","","","",995410,177999,40.655244,-73.95978043,"(40.655244, -73.959780431)"
"155",278229194,"6/14/15","1:05:00","","","6/14/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",94,"OUTSIDE","","","",996051,200907,40.71812038,-73.95743013,"(40.718120384, -73.957430126)"
"156",141888510,"6/18/15","12:35:00","","","6/18/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",24,"INSIDE","","","",993543,230539,40.79945564,-73.96643661,"(40.799455636, -73.966436613)"
"157",658807094,"6/20/15","6:20:00","","","6/20/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",114,"INSIDE","","","",1002785,219545,40.76926549,-73.93308632,"(40.769265486, -73.933086319)"
"158",174048360,"6/22/15","0:02:00","","","6/22/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",60,"OUTSIDE","","","GRAVESEND",984688,150503,40.5797802,-73.99842466,"(40.579780195, -73.998424655)"
"159",524622346,"6/25/15","19:26:00","","","6/25/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",42,"INSIDE","","","",1009026,239040,40.82275867,-73.91048313,"(40.822758665, -73.910483129)"
"160",775327208,"6/25/15","2:28:00","","","6/25/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",43,"OUTSIDE","","","",1022179,245536,40.84054162,-73.86292328,"(40.840541616, -73.862923277)"
"161",279164037,"6/26/15","21:40:00","","","6/26/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",52,"OUTSIDE","","","",1013973,253476,40.86236598,-73.89254513,"(40.862365981, -73.892545127)"
"162",392494493,"6/27/15","0:05:00","","","6/27/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","MANHATTAN",23,"OUTSIDE","","","",1001028,229572,40.79679044,-73.93940441,"(40.796790443, -73.939404406)"
"163",270395525,"6/28/15","0:30:00","","","6/28/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",113,"OUTSIDE","","","",1047038,184470,40.67278984,-73.77365162,"(40.672789843, -73.773651622)"
"164",262196796,"6/29/15","22:46:00","","","6/29/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","MANHATTAN",32,"OUTSIDE","","","",1001751,241630,40.82988489,-73.93676171,"(40.829884885, -73.936761711)"
"165",359838670,"6/29/15","0:21:00","","","6/29/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",81,"OUTSIDE","","","",1004384,187807,40.68214891,-73.92740856,"(40.682148913, -73.927408555)"
"166",237303743,"7/1/15","22:25:00","","","7/1/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",70,"OUTSIDE","","","",994561,177071,40.65269787,-73.96284167,"(40.652697872, -73.962841673)"
"167",284849296,"7/3/15","23:04:00","","","7/3/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",79,"INSIDE","","","",1000625,190785,40.69033059,-73.94095434,"(40.690330592, -73.940954341)"
"168",666590841,"7/3/15","5:08:00","","","7/3/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",44,"OUTSIDE","","","",1004911,240519,40.82682868,-73.9253465,"(40.826828682, -73.9253465)"
"169",965042611,"7/4/15","3:30:00","","","7/4/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",73,"OUTSIDE","","","KINGSBOROUGH 73",1006026,185469,40.67572775,-73.9214959,"(40.675727746, -73.921495901)"
"170",798718104,"7/5/15","5:00:00","","","7/5/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"OUTSIDE","","","",1026480,262584,40.88731363,-73.84727176,"(40.887313634, -73.847271758)"
"171",214447896,"7/7/15","13:20:00","","","7/7/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",43,"OUTSIDE","","","",1021182,244763,40.83842418,-73.86653076,"(40.838424184, -73.866530759)"
"172",494677972,"7/7/15","3:30:00","","","7/7/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE","","","",1014735,186730,40.6791632,-73.89009306,"(40.679163198, -73.890093056)"
