"","CMPLNT_NUM","CMPLNT_FR_DT","CMPLNT_FR_TM","CMPLNT_TO_DT","CMPLNT_TO_TM","RPT_DT","KY_CD","OFNS_DESC","PD_CD","PD_DESC","CRM_ATPT_CPTD_CD","LAW_CAT_CD","JURIS_DESC","BORO_NM","ADDR_PCT_CD","LOC_OF_OCCUR_DESC","PREM_TYP_DESC","PARKS_NM","HADEVELOPT","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lat_Lon"
"173",807135477,"7/8/15","9:35:00","","","7/8/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",50,"OUTSIDE","","","",1009418,258118,40.87512101,-73.90899518,"(40.875121011, -73.908995183)"
"174",331105290,"7/9/15","20:30:00","","","7/9/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","BRONX",40,"INSIDE","","","",1004460,233795,40.80837424,-73.92699636,"(40.808374236, -73.926996358)"
"175",958655391,"7/13/15","23:18:00","","","7/13/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",23,"OUTSIDE","","","",1000778,226841,40.78929506,-73.94031405,"(40.789295058, -73.94031405)"
"176",734354959,"7/13/15","17:42:00","","","7/13/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",67,"OUTSIDE","","","",1005435,180852,40.66305655,-73.92364105,"(40.663056548, -73.923641048)"
"177",838730115,"7/13/15","2:31:00","","","7/13/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",70,"OUTSIDE","","","",995946,172083,40.63900517,-73.95785893,"(40.639005167, -73.957858926)"
"178",397758762,"7/14/15","20:52:00","","","7/14/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"OUTSIDE","","","",1011755,250279,40.85359837,-73.90057688,"(40.853598367, -73.900576881)"
"179",894358910,"7/15/15","0:50:00","","","7/15/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",70,"OUTSIDE","","","",994913,171125,40.63637696,-73.9615825,"(40.636376964, -73.9615825)"
"180",691039056,"7/16/15","15:20:00","","","7/16/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",44,"OUTSIDE","","","",1004788,239947,40.82525899,-73.92579269,"(40.825258992, -73.92579269)"
"181",442342842,"7/17/15","21:18:00","","","7/17/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE","","","",1018272,181972,40.66609068,-73.87736505,"(40.666090679, -73.877365046)"
"182",929418283,"7/17/15","20:55:00","","","7/17/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"OUTSIDE","","","",1026975,267302,40.90026065,-73.84545143,"(40.900260645, -73.845451432)"
"183",385723583,"7/18/15","21:30:00","","","7/18/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",66,"INSIDE","","","",990858,171344,40.63698203,-73.97619251,"(40.636982025, -73.976192508)"
"184",481866028,"7/18/15","2:29:00","","","7/18/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE","","","",1014175,181585,40.66504325,-73.89213488,"(40.665043245, -73.892134878)"
"185",477203618,"7/19/15","23:17:00","","","7/19/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",112,"OUTSIDE","","","",1028480,202596,40.72265359,-73.84043373,"(40.722653586, -73.840433734)"
"186",840383930,"7/19/15","7:01:00","","","7/19/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND",120,"OUTSIDE","","","",956627,163469,40.6153262,-74.09949614,"(40.615326201, -74.099496139)"
"187",632057150,"7/19/15","0:48:00","","","7/19/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",48,"OUTSIDE","","","",1017158,246883,40.84425887,-73.8810629,"(40.844258872, -73.881062904)"
"188",783191312,"7/20/15","18:19:00","","","3/11/16",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND",123,"OUTSIDE","","","",920251,131604,40.52767521,-74.23021601,"(40.527675213, -74.230216009)"
"189",990412447,"7/21/15","11:00:00","","","2/2/16",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"OUTSIDE","","","",1025358,263216,40.88905357,-73.85132571,"(40.88905357, -73.851325713)"
"190",917094218,"7/22/15","3:10:00","","","7/22/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",88,"OUTSIDE","","","",994820,188402,40.68379864,-73.9618905,"(40.683798638, -73.9618905)"
"191",133100075,"7/23/15","16:32:00","","","7/23/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",90,"INSIDE","","","",1000847,197758,40.70946943,-73.94013664,"(40.709469433, -73.940136643)"
"192",940907870,"7/23/15","16:07:00","","","7/23/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",44,"INSIDE","","","",1008544,246212,40.84244507,-73.91219867,"(40.842445074, -73.912198673)"
"193",225925041,"7/23/15","16:07:00","","","7/23/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",44,"INSIDE","","","",1008544,246212,40.84244507,-73.91219867,"(40.842445074, -73.912198673)"
"194",270582490,"7/23/15","8:40:00","","","7/23/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",40,"OUTSIDE","","","",1009563,236603,40.81606827,-73.90855209,"(40.816068266, -73.908552085)"
"195",319813917,"7/24/15","9:11:00","","","7/24/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",32,"INSIDE","","","",1001808,236451,40.81566989,-73.93656929,"(40.815669885, -73.936569294)"
"196",743194981,"7/25/15","8:23:00","","","7/25/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE","","","",1009609,179530,40.65941698,-73.90860103,"(40.659416981, -73.90860103)"
"197",629845673,"7/25/15","5:11:00","","","7/25/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE","","","",1009968,182503,40.66757617,-73.90729576,"(40.667576169, -73.907295763)"
"198",853097849,"7/26/15","5:00:00","","","7/26/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"OUTSIDE","","","",1029334,256736,40.87124859,-73.83698932,"(40.871248594, -73.836989315)"
"199",381392434,"8/1/15","1:39:00","","","8/1/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",63,"OUTSIDE","","","",1005702,170406,40.63438391,-73.92271188,"(40.634383905, -73.922711878)"
"200",676826727,"8/2/15","2:20:00","","","8/2/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",88,"OUTSIDE","","","WHITMAN",991348,192045,40.6938013,-73.97440522,"(40.693801303, -73.974405224)"
"201",971811686,"8/2/15","1:30:00","","","8/2/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",43,"OUTSIDE","","","",1023203,238742,40.8218896,-73.85926192,"(40.821889599, -73.859261922)"
"202",155937037,"8/4/15","13:20:00","","","8/4/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",42,"INSIDE","","","",1010750,241556,40.82965936,-73.9042442,"(40.829659361, -73.904244201)"
"203",528159970,"8/5/15","1:19:00","","","8/5/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",105,"INSIDE","","","",1054174,200066,40.71554359,-73.74776469,"(40.715543594, -73.747764689)"
"204",133670827,"8/7/15","18:29:00","","","8/7/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",63,"OUTSIDE","","","GLENWOOD",1006294,171273,40.63676218,-73.92057613,"(40.636762182, -73.920576127)"
"205",103879713,"8/7/15","4:00:00","","","8/7/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",102,"INSIDE","","","",1029927,194772,40.70117125,-73.83526651,"(40.701171248, -73.835266514)"
"206",313684287,"8/7/15","5:30:00","","","3/27/16",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",45,"INSIDE","","","",1025397,243784,40.83571848,-73.85130396,"(40.835718483, -73.851303959)"
"207",857976712,"8/8/15","20:42:00","","","8/8/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE","","","",1010289,185605,40.67608952,-73.90612667,"(40.676089523, -73.906126672)"
"208",878311658,"8/13/15","20:14:00","","","8/13/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE","","","",1007755,180038,40.66081644,-73.91528155,"(40.660816444, -73.915281553)"
"209",842931737,"8/14/15","4:46:00","","","8/14/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",73,"OUTSIDE","","","",1009910,184163,40.67213267,-73.90749852,"(40.672132666, -73.907498517)"
"210",800484388,"8/15/15","7:49:00","","","8/15/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",81,"OUTSIDE","","","",1001019,190844,40.6904918,-73.93953346,"(40.690491796, -73.939533459)"
"211",362905301,"8/16/15","22:15:00","","","8/16/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",69,"OUTSIDE","","","",1010576,175629,40.64870677,-73.90513094,"(40.648706769, -73.905130941)"
"212",158629507,"8/16/15","4:53:00","","","8/16/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",103,"OUTSIDE","","","",1047650,196031,40.70451767,-73.77133659,"(40.704517669, -73.771336588)"
"213",174834028,"8/16/15","3:06:00","","","8/16/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",83,"INSIDE","","","",1009741,192204,40.69420386,-73.90807734,"(40.694203859, -73.908077335)"
"214",252021438,"8/16/15","2:50:00","","","8/16/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",33,"OUTSIDE","","","",1001078,243677,40.83550462,-73.93918846,"(40.835504619, -73.939188456)"
"215",944345455,"8/17/15","6:17:00","","","8/17/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",83,"OUTSIDE","","","",1007032,193358,40.69737871,-73.91784246,"(40.697378708, -73.917842458)"
"216",910208961,"8/20/15","16:00:00","","","8/20/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"OUTSIDE","","","",1026412,258211,40.87531145,-73.84754521,"(40.875311451, -73.847545211)"
"217",289684412,"8/21/15","17:07:00","","","8/21/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",1,"INSIDE","","","",982761,204595,40.7282508,-74.00537373,"(40.728250797, -74.005373732)"
"218",434828699,"8/21/15","8:10:00","","","8/21/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",25,"OUTSIDE","","","",1001797,232216,40.80404601,-73.9366201,"(40.804046007, -73.936620103)"
"219",970094767,"8/22/15","7:30:00","","","8/22/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",83,"INSIDE","","","",1005154,194759,40.70122876,-73.92461076,"(40.70122876, -73.92461076)"
"220",620837770,"8/22/15","6:05:00","","","8/22/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",52,"INSIDE","","","",1014613,255957,40.86917339,-73.89022012,"(40.869173391, -73.890220123)"
"221",541779777,"8/22/15","4:00:00","","","8/22/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"INSIDE","","","",1003437,184082,40.67192673,-73.93083356,"(40.671926733, -73.930833555)"
"222",410653406,"8/22/15","1:23:00","","","8/22/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",42,"INSIDE","","","",1010749,242580,40.83246995,-73.90424377,"(40.83246995, -73.90424377)"
"223",512001083,"8/23/15","21:55:00","","","8/23/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",70,"OUTSIDE","","","",997240,170490,40.63463092,-73.95319951,"(40.634630918, -73.953199509)"
"224",117584542,"8/24/15","4:03:00","","","8/24/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",83,"OUTSIDE","","","",1008637,194204,40.6996965,-73.91205127,"(40.699696503, -73.912051269)"
"225",230798847,"8/24/15","0:50:00","","","8/24/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",90,"OUTSIDE","","","BORINQUEN PLAZA I",999673,195713,40.70385852,-73.9443759,"(40.703858516, -73.944375903)"
"226",352098259,"8/25/15","11:05:00","","","8/25/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",50,"INSIDE","","","",1011816,263294,40.88932035,-73.90030284,"(40.889320349, -73.900302836)"
"227",606248738,"8/26/15","22:15:00","","","8/26/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",61,"OUTSIDE","","","NOSTRAND",1002258,156234,40.59549237,-73.93515808,"(40.595492369, -73.93515808)"
"228",286325499,"8/26/15","13:19:00","","","8/26/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"OUTSIDE","","","",1011330,249447,40.85131609,-73.90211652,"(40.851316088, -73.902116523)"
"229",833513649,"8/28/15","22:00:00","","","8/28/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",7,"INSIDE","","","",987521,201066,40.71856407,-73.98820145,"(40.718564066, -73.988201454)"
"230",171638173,"8/28/15","1:54:00","","","8/28/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",71,"INSIDE","","","",995198,179420,40.6591446,-73.96054218,"(40.659144599, -73.960542179)"
"231",618311379,"8/29/15","5:00:00","","","8/29/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",114,"OUTSIDE","","","",1003632,220861,40.77287575,-73.93002468,"(40.772875746, -73.930024683)"
"232",664435895,"8/29/15","15:00:00","","","6/3/16",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","STATEN ISLAND",120,"INSIDE","","","RICHMOND TERRACE",960040,174187,40.64475482,-74.08724139,"(40.644754824, -74.087241385)"
"233",544604346,"8/30/15","20:53:00","","","8/30/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",101,"OUTSIDE","","","",1051030,156181,40.59511361,-73.75954053,"(40.595113613, -73.759540532)"
"234",180183483,"8/30/15","20:46:00","","","8/30/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",43,"OUTSIDE","","","",1018791,240921,40.82788869,-73.8751915,"(40.827888685, -73.875191502)"
"235",661373499,"8/31/15","21:34:00","","","8/31/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",70,"INSIDE","","","",998093,169824,40.6328016,-73.95012759,"(40.632801597, -73.950127585)"
"236",449586116,"9/1/15","3:45:00","","","9/1/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",41,"OUTSIDE","","","",1012244,239768,40.82474721,-73.89885313,"(40.824747205, -73.898853125)"
"237",212809522,"9/4/15","5:07:00","","","9/5/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",71,"OUTSIDE","","","",999005,181250,40.66416202,-73.94681682,"(40.66416202, -73.94681682)"
"238",735549641,"9/4/15","1:30:00","","","9/4/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",28,"OUTSIDE","","","",997995,230064,40.79814609,-73.95035767,"(40.798146087, -73.950357672)"
"239",223314913,"9/4/15","0:12:00","","","9/4/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"OUTSIDE","","","",1003090,184597,40.67334104,-73.93208303,"(40.673341037, -73.932083027)"
"240",462298578,"9/5/15","20:24:00","","","9/5/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"OUTSIDE","","","",994856,184939,40.67429344,-73.96176615,"(40.674293444, -73.961766148)"
"241",301425110,"9/5/15","16:40:00","","","9/5/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",115,"OUTSIDE","","","",1014705,212607,40.75018944,-73.89008415,"(40.750189437, -73.890084153)"
"242",113538606,"9/7/15","3:42:00","","","9/7/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",71,"OUTSIDE","","","",996149,181562,40.66502269,-73.95711076,"(40.665022689, -73.957110763)"
"243",514314140,"9/7/15","2:05:00","","","9/7/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"OUTSIDE","","","",992870,184447,40.67294517,-73.96892643,"(40.67294517, -73.968926431)"
"244",556372868,"9/8/15","16:15:00","","","9/8/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","","","",986962,214020,40.75411979,-73.9902128,"(40.754119792, -73.990212802)"
"245",808585307,"9/8/15","12:15:00","","","9/8/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",14,"OUTSIDE","","","",992127,216409,40.7606739,-73.97156754,"(40.760673895, -73.971567543)"
"246",373114053,"9/9/15","19:03:00","","","9/9/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"OUTSIDE","","","",1001196,185003,40.67445925,-73.9389099,"(40.674459245, -73.938909896)"
"247",138965644,"9/10/15","23:17:00","","","9/10/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",109,"OUTSIDE","","","",1036223,223039,40.77872224,-73.81234155,"(40.778722235, -73.812341547)"
"248",608408987,"9/11/15","12:03:00","","","9/11/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",101,"INSIDE","","","",1051481,157479,40.59867294,-73.75790367,"(40.598672939, -73.757903666)"
"249",662003898,"9/12/15","5:33:00","","","9/12/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",61,"OUTSIDE","","","",990058,155329,40.59302472,-73.97908872,"(40.593024716, -73.979088719)"
"250",890795352,"9/14/15","21:30:00","","","9/14/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","BRONX",40,"OUTSIDE","","","",1008836,237829,40.81943534,-73.91117406,"(40.819435344, -73.911174055)"
"251",371154228,"9/14/15","21:09:00","","","9/14/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",72,"OUTSIDE","","","",982447,173132,40.64189198,-74.00649821,"(40.641891984, -74.006498214)"
"252",714725301,"9/15/15","15:06:00","","","9/15/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. HOUSING POLICE","BRONX",40,"INSIDE","","","",1006566,238688,40.82179908,-73.91937254,"(40.821799082, -73.919372536)"
"253",365010584,"9/16/15","17:42:00","","","9/16/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"OUTSIDE","","","",1008839,248756,40.84942679,-73.91112316,"(40.849426787, -73.911123163)"
"254",379896591,"9/17/15","0:51:00","","","9/17/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE","","","",1017036,183890,40.67135982,-73.88181102,"(40.67135982, -73.881811023)"
"255",776631772,"9/19/15","22:35:00","","","9/19/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",23,"OUTSIDE","","","",1001666,229217,40.79581483,-73.93710107,"(40.795814831, -73.937101065)"
"256",901833686,"9/19/15","19:56:00","","","9/19/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",48,"OUTSIDE","","","",1014658,247117,40.8449101,-73.89009752,"(40.844910096, -73.89009752)"
"257",306321338,"9/19/15","17:40:00","","","9/19/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",70,"OUTSIDE","","","",994906,176068,40.64994445,-73.96159991,"(40.649944446, -73.961599914)"
"258",735224999,"9/20/15","14:49:00","","","9/20/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",52,"OUTSIDE","","","",1013912,254446,40.86502854,-73.89276136,"(40.865028541, -73.892761364)"
"259",917208320,"9/20/15","1:40:00","","","9/20/15",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,"","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",88,"OUTSIDE","","","INGERSOLL",989209,192197,40.69421996,-73.9821186,"(40.694219964, -73.982118597)"
